"内部编号","页面名称","页面名称_en","页码","序号","页面编号","测点号","测点名称","属性","系统编号","站ID","IO模块ID","点号","图片索引"
7,"其他1",,22,2,3001,"1603","CO2电源失电报警",,1,1,1,17,
7,"其他1",,22,3,3001,"1604","CO2施放报警",,1,1,1,18,
7,"其他1",,22,4,3001,"1608","火灾探测及报警系统综合故障",,1,1,1,19,
7,"其他1",,22,5,3001,"1609","火灾探测及报警系统机舱火警",,1,1,1,20,
7,"其他1",,22,6,3001,"1707","变频海水供水装置综合报警",,1,1,1,22,
7,"其他1",,22,7,3001,"1708","变频淡水供水装置综合报警",,1,1,1,23,
7,"其他1",,22,8,3001,"1709","变频饮水供水装置综合报警",,1,1,1,24,
7,"其他1",,22,9,3001,"1710","海水淡化装置供水泵运行",,1,1,1,25,
7,"其他1",,22,10,3001,"1711","海水淡化装置供水泵故障报警",,1,1,1,26,
7,"其他1",,22,11,3001,"1712","海水淡化装置运行指示",,1,1,1,27,
7,"其他1",,22,12,3001,"1714","海水淡化装置综合报警",,1,1,1,28,
7,"其他1",,22,13,3001,"1901","艏侧推运行指示",,1,1,2,10,
7,"其他1",,22,14,3001,"1902","艏侧推综合报警",,1,1,2,11,
7,"其他1",,22,15,3001,"1922","生活污水处理装置运行指示",,1,1,2,18,
7,"其他1",,22,16,3001,"1923","生活污水处理装置综合报警",,1,1,2,19,
7,"其他2",,23,5,3001,"2035","干舱进水监测综合故障报警",,1,1,3,26,
7,"其他1",,22,17,3001,"1926","中央空调冷水机组运行指示",,1,1,2,24,
7,"其他1",,22,18,3001,"1927","中央空调冷水机组综合报警",,1,1,2,25,
7,"其他1",,22,19,3001,"1932","伙食冷藏装置运行指示",,1,1,2,30,
7,"其他1",,22,20,3001,"1933","伙食冷藏装置综合报警",,1,1,2,31,
7,"其他1",,22,21,3001,"1934","减摇鳍（左）运行指示",,1,1,3,1,
7,"其他1",,22,22,3001,"1935","减摇鳍（左）综合报警",,1,1,3,2,
7,"其他1",,22,23,3001,"1936","减摇鳍（右）运行指示",,1,1,3,3,
7,"其他1",,22,24,3001,"1937","减摇鳍（右）综合报警",,1,1,3,4,
7,"其他1",,22,25,3001,"1942","锚机运行指示",,1,1,3,5,
7,"其他1",,22,26,3001,"1943","锚机综合报警",,1,1,3,6,
7,"其他1",,22,28,3001,"1944","艉部绞盘综合报警",,1,1,3,7,
7,"其他1",,22,29,3001,"1947","定压排气补水装置运行指示",,1,1,3,8,
7,"其他1",,22,30,3001,"1948","定压排气补水装置综合故障报警",,1,1,3,9,
7,"液位1",,20,7,3001,"1834","冷藏机组室液位高",,1,2,2,29,
7,"配电板2",,13,4,3001,"2011","主配电板DC24V电源故障报警",,1,1,3,10,
7,"配电板2",,13,5,3001,"2016","应急配电板AC400V绝缘低",,1,1,3,11,
7,"配电板2",,13,6,3001,"2017","应急配电板AC220V绝缘低",,1,1,3,12,
7,"配电板2",,13,7,3001,"2018","应急配电板综合故障报警",,1,1,3,13,
7,"配电板2",,13,8,3001,"2019","应急配电板DC24V电源故障",,1,1,3,14,
7,"配电板2",,13,9,3001,"2025","蓄电池充放电板综合故障报警信号_ALM",,1,1,3,18,
7,"配电板2",,13,10,3001,"2026","蓄电池充放电板DC24V绝缘低报警_ALM",,1,1,3,19,
7,"配电板2",,13,11,3001,"2027","蓄电池充放电板充电故障报警_ALM",,1,1,3,20,
7,"配电板1",,12,1,3001,"2101","1#发电机运行状态",,1,5,9,1,
7,"配电板1",,12,2,3001,"2102","1#发电机柴油机运行状态",,1,5,9,2,
7,"配电板1",,12,3,3001,"2103","1#发电机组主开关合闸",,1,5,9,3,
7,"配电板1",,12,4,3001,"2104","1#发电机组综合故障",,1,5,9,4,
7,"配电板1",,12,5,3001,"2105","1#发电机主开关合闸失败",,1,5,9,5,
7,"配电板1",,12,6,3001,"2106","1#发电机主开关故障脱扣",,1,5,9,6,
7,"配电板1",,12,7,3001,"2107","1#发电机一类故障",,1,5,9,7,
7,"配电板1",,12,8,3001,"2108","1#发电机二类故障",,1,5,9,8,
7,"配电板1",,12,9,3001,"2109","2#发电机运行状态",,1,5,9,9,
7,"配电板1",,12,10,3001,"2110","2#发电机柴油机运行状态",,1,5,9,10,
7,"配电板1",,12,11,3001,"2111","2#发电机组合闸",,1,5,9,11,
7,"配电板1",,12,12,3001,"2112","2#发电机组综合故障",,1,5,9,12,
7,"配电板1",,12,13,3001,"2113","2#发电机主开关合闸失败",,1,5,9,13,
7,"配电板1",,12,14,3001,"2114","2#发电机主开关故障脱扣",,1,5,9,14,
7,"配电板1",,12,15,3001,"2115","2#发电机一类故障",,1,5,9,15,
7,"配电板1",,12,16,3001,"2116","2#发电机二类故障",,1,5,9,16,
7,"配电板1",,12,17,3001,"2117","轴带发电机运行状态",,1,5,9,17,
7,"配电板1",,12,18,3001,"2118","轴带发电机组合闸",,1,5,9,18,
7,"配电板1",,12,19,3001,"2119","轴带发电机组综合故障",,1,5,9,19,
7,"配电板1",,12,20,3001,"2120","轴带发电机主开关合闸失败",,1,5,9,20,
7,"配电板1",,12,21,3001,"2121","轴带发电机主开关故障脱扣",,1,5,9,21,
7,"配电板1",,12,22,3001,"2124","汇流排母联开关1状态",,1,5,9,24,
7,"配电板1",,12,23,3001,"2125","汇流排母联开关2状态",,1,5,9,25,
7,"配电板1",,12,24,3001,"2126","电站管理状态",,1,5,9,26,
7,"配电板1",,12,25,3001,"2127","主汇流排电压异常（高&低）",,1,5,9,27,
7,"配电板1",,12,26,3001,"2128","主汇流排频率低",,1,5,9,28,
7,"配电板1",,12,27,3001,"2129","自动卸载（优先脱扣）报警",,1,5,9,29,
7,"配电板2",,13,1,3001,"2133","主配电板综合故障报警",,1,5,10,1,
7,"配电板2",,13,2,3001,"2134","主配电板AC400V绝缘低报警",,1,5,10,2,
7,"配电板2",,13,3,3001,"2135","主配电板AC220V绝缘低报警",,1,5,10,3,
7,"配电板1",,12,28,3001,"2136","优先脱扣及紧急切断系统电源故障报警",,1,5,10,4,
7,"泵/风机1",,16,1,3001,"2144","1号主机高温淡水备用泵运行",,1,5,10,12,
7,"泵/风机1",,16,2,3001,"2160","1号主机高温淡水备用泵自动起动",,1,5,10,28,
7,"泵/风机1",,16,3,3001,"2155","1号主机高温淡水备用泵故障",,1,5,10,23,
7,"泵/风机1",,16,4,3001,"2166","2号主机高温淡水备用泵运行",,1,5,11,2,
7,"泵/风机1",,16,5,3001,"2188","2号主机高温淡水备用泵自动起动",,1,5,11,24,
7,"泵/风机1",,16,6,3001,"2178","2号主机高温淡水备用泵故障",,1,5,11,14,
7,"泵/风机1",,16,7,3001,"2145","1号主机低温淡水备用泵运行",,1,5,10,13,
7,"泵/风机1",,16,8,3001,"2161","1号主机低温淡水备用泵自动起动",,1,5,10,29,
7,"泵/风机1",,16,22,3001,"2143","1号主推辅助设备海水冷却泵运行",,1,5,10,11,
7,"泵/风机1",,16,23,3001,"2154","1号主推辅助设备海水冷却泵故障",,1,5,10,22,
7,"泵/风机1",,16,24,3001,"2165","2号主推辅助设备海水冷却泵运行",,1,5,11,1,
7,"泵/风机1",,16,25,3001,"2177","2号主推辅助设备海水冷却泵故障",,1,5,11,13,
7,"泵/风机1",,16,26,3001,"1407A","1号主推水润滑轴承海水泵运行指示",,1,2,1,21,
7,"泵/风机1",,16,27,3001,"1407","1号主推水润滑轴承海水泵故障报警",,1,2,1,22,
7,"泵/风机1",,16,28,3001,"1408A","2号主推水润滑轴承海水泵运行指示",,1,2,1,23,
7,"泵/风机1",,16,29,3001,"1408","2号主推水润滑轴承海水泵故障报警",,1,2,1,24,
7,"泵/风机2",,17,1,3001,"2137","1号主机燃油备用泵运行",,1,5,10,5,
7,"泵/风机2",,17,2,3001,"2159","1号主机燃油备用泵自动起动",,1,5,10,27,
7,"泵/风机2",,17,3,3001,"2148","1号主机燃油备用泵故障",,1,5,10,16,
7,"泵/风机2",,17,4,3001,"2172","2号主机燃油备用泵运行",,1,5,11,8,
7,"泵/风机2",,17,5,3001,"2190","2号主机燃油备用泵自动起动",,1,5,11,26,
7,"泵/风机2",,17,6,3001,"2183","2号主机燃油备用泵故障",,1,5,11,19,
7,"泵/风机2",,17,7,3001,"2140","1号主机滑油备用泵兼预供泵运行",,1,5,10,8,
7,"泵/风机2",,17,8,3001,"2162","1号主机滑油备用泵兼预供泵自动起动",,1,5,10,30,
7,"泵/风机2",,17,9,3001,"2151","1号主机滑油备用兼预供泵故障",,1,5,10,19,
7,"泵/风机2",,17,10,3001,"2175","2号主机滑油备用泵兼预供泵运行",,1,5,11,11,
7,"泵/风机2",,17,11,3001,"2191","2号主机滑油备用泵兼预供泵自动起动",,1,5,11,27,
7,"泵/风机2",,17,12,3001,"2186","2号主机滑油备用泵兼预供泵故障",,1,5,11,22,
7,"泵/风机2",,17,13,3001,"2138","1号齿轮箱工作油泵运行",,1,5,10,6,
7,"泵/风机2",,17,14,3001,"2149","1号齿轮箱工作油泵故障",,1,5,10,17,
7,"泵/风机2",,17,15,3001,"2174","2号齿轮箱工作油泵运行",,1,5,11,10,
7,"泵/风机2",,17,16,3001,"2185","2号齿轮箱工作油泵故障",,1,5,11,21,
7,"泵/风机2",,17,17,3001,"2139","1号齿轮箱滑油备用泵兼预供泵运行",,1,5,10,7,
7,"泵/风机2",,17,18,3001,"2150","1号齿轮箱滑油备用泵兼预供泵故障",,1,5,10,18,
7,"泵/风机2",,17,19,3001,"2173","2号齿轮箱滑油备用泵兼预供泵运行",,1,5,11,9,
7,"泵/风机2",,17,20,3001,"2184","2号齿轮箱滑油备用泵兼预供泵故障",,1,5,11,20,
7,"泵/风机2",,17,21,3001,,"燃油输送泵运行指示",,1,,,,
7,"泵/风机2",,17,22,3001,,"燃油输送泵故障报警",,1,,,,
7,"泵/风机2",,17,23,3001,,"油渣泵运行指示",,1,,,,
7,"泵/风机2",,17,24,3001,,"油渣泵故障报警",,1,,,,
7,"泵/风机2",,17,25,3001,,"滑油污油泵运行指示",,1,,,,
7,"泵/风机2",,17,26,3001,,"滑油污油泵故障报警",,1,,,,
7,"左发电机",,9,23,3001,"931","左发电机综合故障",,1,1,2,16,
7,"右发电机",,10,21,3001,"0624","右发电机转速过高报警停机",,1,5,6,19,
7,"右发电机",,10,22,3001,"932","右发电机综合故障",,1,1,2,17,
7,"应急/轴带发电机",,11,6,3001,"0706","轴带发电机空冷器进机温度",,1,2,5,8,
7,"推进系统1",,14,1,3001,"2023","1号主机传令钟电源故障",,1,1,3,16,
7,"推进系统1",,14,2,3001,"2024","2号主机传令钟电源故障",,1,1,3,17,
7,"推进系统1",,14,3,3001,"2030","主推进控制系统电源柜主电源故障",,1,1,3,21,
7,"推进系统1",,14,4,3001,"2031","主推进控制系统电源柜应急电源故障",,1,1,3,22,
7,"推进系统1",,14,5,3001,"1201A","燃油分油机运行指示",,1,2,1,7,
7,"推进系统1",,14,6,3001,"1201","燃油分油机综合报警",,1,2,1,8,
7,"推进系统1",,14,7,3001,"1203A","1号滑油分油机运行指示",,1,2,1,10,
7,"推进系统1",,14,8,3001,"1203","1号滑油分油机综合报警",,1,2,1,11,
7,"推进系统1",,14,9,3001,"1205A","2号滑油分油机运行指示",,1,2,1,13,
7,"推进系统1",,14,10,3001,"1205","2号滑油分油机综合报警",,1,2,1,14,
7,"推进系统1",,14,11,3001,"1303","1号主空气瓶压力",,1,2,4,1,
7,"推进系统1",,14,12,3001,"1301A","1号空压机运行指示",,1,2,1,16,
7,"推进系统1",,14,13,3001,"1301","1号空压机综合报警",,1,2,1,17,
7,"推进系统1",,14,14,3001,"1304","2号主空气瓶压力",,1,2,4,2,
7,"推进系统1",,14,15,3001,"1302A","2号空压机运行指示",,1,2,1,18,
7,"推进系统1",,14,16,3001,"1302","2号空压机综合报警",,1,2,1,19,
7,"推进系统1",,14,17,3001,"940","左主推进系统故障",,1,1,6,5,
7,"推进系统1",,14,18,3001,"941","右主推进系统故障",,1,1,6,6,
7,"推进系统1",,14,19,3001,"942","左主推进备用系统电源故障",,1,1,6,7,
7,"推进系统1",,14,20,3001,"943","右主推进备用系统电源故障",,1,1,6,8,
7,"推进系统1",,14,21,3001,"2201","左车钟主电源失电",,1,3,9,1,
7,"推进系统1",,14,22,3001,"2202","左车钟备用电源失电",,1,3,9,2,
7,"推进系统1",,14,23,3001,"2203","左车钟综合报警",,1,3,9,3,
7,"推进系统1",,14,24,3001,"2204","左车钟错向报警",,1,3,9,4,
7,"推进系统1",,14,25,3001,"2205","右车钟主电源失电",,1,5,8,1,
7,"推进系统1",,14,26,3001,"2206","右车钟备用电源失电",,1,5,8,2,
7,"推进系统1",,14,27,3001,"2207","右车钟综合报警",,1,5,8,3,
7,"推进系统1",,14,28,3001,"2208","右车钟错向报警",,1,5,8,4,
8,"左主机1",,1,18,3001,"0118","左主机5号缸排气温度偏差",,1,3,1,18,
8,"左主机1",,1,4,3001,"0104","左主机1号缸排气温度",,1,3,1,4,
8,"左主机1",,1,5,3001,"0105","左主机2号缸排气温度",,1,3,1,5,
8,"左主机1",,1,6,3001,"0106","左主机3号缸排气温度",,1,3,1,6,
8,"左主机1",,1,7,3001,"0107","左主机4号缸排气温度",,1,3,1,7,
8,"左主机1",,1,8,3001,"0108","左主机5号缸排气温度",,1,3,1,8,
8,"左主机1",,1,9,3001,"0109","左主机6号缸排气温度",,1,3,1,9,
8,"左主机1",,1,10,3001,"0110","左主机7号缸排气温度",,1,3,1,10,
8,"左主机1",,1,12,3001,"0112","左主机9号缸排气温度",,1,3,1,12,
8,"左主机1",,1,14,3001,"0114","左主机1号缸排气温度偏差",,1,3,1,14,
8,"左主机1",,1,15,3001,"0115","左主机2号缸排气温度偏差",,1,3,1,15,
8,"左主机1",,1,26,3001,"0126","左主机燃油进机压力",,1,3,1,26,
8,"左主机1",,1,17,3001,"0117","左主机4号缸排气温度偏差",,1,3,1,17,
8,"左主机1",,1,11,3001,"0111","左主机8号缸排气温度",,1,3,1,11,
8,"左主机1",,1,19,3001,"0119","左主机6号缸排气温度偏差",,1,3,1,19,
8,"左主机1",,1,20,3001,"0120","左主机7号缸排气温度偏差",,1,3,1,20,
8,"左主机1",,1,25,3001,"0125","左主机燃油滤器压差高",,1,3,1,25,
8,"左主机1",,1,24,3001,"0124","左主机增压器出口排气温度",,1,3,1,24,
8,"左主机1",,1,23,3001,"0123","左主机增压器进口排气温度",,1,3,1,23,
8,"左主机1",,1,22,3001,"0122","左主机9号缸排气温度偏差",,1,3,1,22,
8,"左主机1",,1,21,3001,"0121","左主机8号缸排气温度偏差",,1,3,1,21,
8,"左主机1",,1,1,3001,"0101","左主机报警切断",,1,3,1,1,
7,"左主机2",,2,8,3001,"0137","左主机低温水空冷器进口温度",,1,3,2,5,
7,"其他1",,22,27,3001,"1941","艉部绞盘运行指示",,1,1,3,28,
7,"左主机3",,3,13,3001,"1425","左机缸套水预热器电源故障报警",,1,2,1,27,
7,"左主机3",,3,14,3001,"936","左主机降负荷动作",,1,1,6,1,
7,"左主机3",,3,15,3001,"938","左主机降负荷取消",,1,1,6,3,
7,"右主机3",,6,12,3001,"0271","右主机主轴承10温度",,1,5,3,7,
7,"右主机3",,6,13,3001,"1425A","右机缸套水预热器电源故障报警",,1,2,1,28,
7,"右主机3",,6,14,3001,"937","右主机降负荷动作",,1,1,6,2,
7,"泵/风机3",,18,1,3001,"2142","日用舱底水泵运行",,1,5,10,10,
7,"泵/风机3",,18,2,3001,"2153","日用舱底水泵故障",,1,5,10,21,
7,"左主机1",,1,2,3001,"0102","左主机增压空气压力",,1,3,1,2,
7,"液位1",,20,12,3001,"1844","污水舱(左)液位高",,1,1,2,7,
7,"其他2",,23,6,3001,"1003","热水锅炉运行指示",,1,2,1,5,
7,"左主机3",,3,16,3001,"1426","左机缸套水预加热器运行",,1,2,1,29,
7,"右主机3",,6,15,3001,"939","右主机降负荷取消",,1,1,6,4,
7,"右主机3",,6,16,3001,"1426A","右机缸套水预加热器运行",,1,2,1,30,
7,"泵/风机3",,18,3,3001,"2146","舱底压载总用泵运行",,1,5,10,14,
7,"泵/风机3",,18,4,3001,"2157","舱底压载总用泵故障",,1,5,10,25,
7,"泵/风机3",,18,5,3001,"2168","消防总用泵运行",,1,5,11,4,
7,"泵/风机3",,18,6,3001,"2180","消防总用泵故障",,1,5,11,16,
7,"泵/风机3",,18,7,3001,"1601A","应急消防泵运行指示",,1,1,1,14,
7,"泵/风机3",,18,8,3001,"1601","应急消防泵故障报警",,1,1,1,15,
7,"其他2",,23,7,3001,"1001","热水锅炉综合故障报警",,1,2,1,3,
7,"其他2",,23,8,3001,"1002","燃烧器运行指示",,1,2,1,4,
7,"其他2",,23,9,3001,"1415","左舷水润滑密封装置断流报警",,1,2,1,25,
7,"其他2",,23,10,3001,"1416","右舷水润滑密封装置断流报警",,1,2,1,26,
7,"其他2",,23,12,3001,"1502","舱底水油水分离器运行指示",,1,2,2,2,
7,"应急/轴带发电机",,11,22,3001,"1118","应急发电机淡水压力低报警",,1,3,10,20,
8,"左主机1",,1,29,3001,"0129","左主机高压油管泄露",,1,3,1,29,
8,"左主机1",,1,28,3001,"0128","左主机燃油温度",,1,3,1,28,
8,"左主机1",,1,16,3001,"0116","左主机3号缸排气温度偏差",,1,3,1,16,
8,"左主机1",,1,2,3001,"0102","左主机增压空气压力",,1,3,1,2,
8,"左主机1",,1,3,3001,"0103","左主机增压空气温度",,1,3,1,3,
8,"左主机1",,1,27,3001,"0127","左主机燃油进滤器压力",,1,3,1,27,
8,"左主机1",,1,13,3001,"0113","左主机排气温度平均值",,1,3,1,13,
8,"左主机2",,2,30,3001,"0159","左主机曲柄箱油雾浓度高停机",,1,3,2,27,
8,"左主机2",,2,8,3001,"0137","左主机低温水空冷器进口温度",,1,3,2,5,
8,"左主机2",,2,7,3001,"0136","左主机低温水压力",,1,3,2,4,
8,"左主机2",,2,19,3001,"0148","左主机超速停机",,1,3,2,16,
8,"左主机2",,2,20,3001,"0149","左主机转速",,1,3,2,17,
8,"左主机2",,2,21,3001,"0150","左主机安全控制空气压力",,1,3,2,18,
8,"左主机2",,2,24,3001,"0153","左主机停机执行",,1,3,2,21,
8,"左主机2",,2,25,3001,"0154","左主机停机撤销",,1,3,2,22,
8,"左主机2",,2,26,3001,"0155","左主机起动空气压力",,1,3,2,23,
8,"左主机2",,2,27,3001,"0156","左主机增压器转速",,1,3,2,24,
8,"左主机2",,2,17,3001,"0146","左主机滑油柴油机进口温度",,1,3,2,14,
8,"左主机2",,2,29,3001,"0158","左主机曲柄箱油雾浓度高",,1,3,2,26,
8,"左主机2",,2,18,3001,"0147","左主机监测系统故障",,1,3,2,15,
8,"左主机2",,2,22,3001,"0151","左主机安全停机命令故障",,1,3,2,19,
8,"左主机2",,2,23,3001,"0152","左主机安全系统故障",,1,3,2,20,
8,"左主机2",,2,6,3001,"0135","左主机高温水柴油机出口高温停机",,1,3,2,3,
8,"左主机2",,2,5,3001,"0134","左主机高温水柴油机出口温度",,1,3,2,2,
8,"左主机2",,2,4,3001,"0133","左主机高温水柴油机进口温度",,1,3,2,1,
8,"左主机2",,2,3,3001,"0132","左主机高温水空冷器进口温度",,1,3,1,32,
8,"左主机2",,2,2,3001,"0131","左主机高温水压力过低停机",,1,3,1,31,
8,"左主机2",,2,1,3001,"0130","左主机高温水压力",,1,3,1,30,
8,"左主机2",,2,28,3001,"0157","左主机转速信号偏差",,1,3,2,25,
8,"左主机2",,2,15,3001,"0144","左主机滑油进增压器压力",,1,3,2,12,
8,"左主机2",,2,10,3001,"0139","左主机滑油滤器压差高",,1,3,2,7,
8,"左主机2",,2,11,3001,"0140","左主机滑油液位低",,1,3,2,8,
8,"左主机2",,2,12,3001,"0141","左主机滑油进机压力",,1,3,2,9,
8,"左主机2",,2,13,3001,"0142","左主机滑油进滤器压力",,1,3,2,10,
8,"左主机2",,2,16,3001,"0145","左主机滑油冷却器进口温度",,1,3,2,13,
8,"左主机2",,2,14,3001,"0143","左主机滑油进机压力低停车",,1,3,2,11,
8,"左主机2",,2,9,3001,"0138","左主机低温水空冷器出口温度",,1,3,2,6,
8,"左主机3",,3,8,3001,"0167","左主机主轴承6温度",,1,3,3,3,
8,"左主机3",,3,16,3001,"1426","左机缸套水预加热器运行",,1,2,1,29,
8,"左主机3",,3,11,3001,"0170","左主机主轴承9温度",,1,3,3,6,
8,"左主机3",,3,9,3001,"0168","左主机主轴承7温度",,1,3,3,4,
7,"应急/轴带发电机",,11,7,3001,"0707","轴带发电机空冷器出机温度",,1,2,5,9,
7,"应急/轴带发电机",,11,8,3001,"1101","应急发电机组转速",,1,3,10,1,
7,"应急/轴带发电机",,11,9,3001,"1102","应急发电机滑油压力",,1,3,10,2,
7,"应急/轴带发电机",,11,10,3001,"1103","应急发电机冷却水温度",,1,3,10,3,
7,"应急/轴带发电机",,11,11,3001,"1104","应急发电机电瓶电压",,1,3,10,4,
7,"应急/轴带发电机",,11,12,3001,"1105","应急发电机运行时间",,1,3,10,5,
7,"应急/轴带发电机",,11,13,3001,"1106","应急发电机滑油温度",,1,3,10,6,
7,"应急/轴带发电机",,11,14,3001,"1110","应急发电机淡水水位低报警",,1,3,10,10,
7,"应急/轴带发电机",,11,15,3001,"1111","应急发电机安全系统故障报警",,1,3,10,18,
7,"应急/轴带发电机",,11,16,3001,"1112","应急发电机起动失败报警",,1,3,10,12,
7,"应急/轴带发电机",,11,17,3001,"1113","应急发电机电瓶电压低报警",,1,3,10,13,
7,"应急/轴带发电机",,11,18,3001,"1114","应急发电机滑油温度高报警",,1,3,10,14,
7,"应急/轴带发电机",,11,19,3001,"1115","应急发电机冷却水温度高报警",,1,3,10,15,
7,"应急/轴带发电机",,11,20,3001,"1116","应急发电机滑油压力低报警",,1,3,10,16,
7,"应急/轴带发电机",,11,21,3001,"1117","应急发电机转速高报警",,1,3,10,17,
7,"应急/轴带发电机",,11,23,3001,"1119","应急发电机安全系统电源故障报警",,1,3,10,19,
7,"应急/轴带发电机",,11,24,3001,"934","应急发电机综合故障",,1,1,3,27,
8,"左主机3",,3,12,3001,"0171","左主机主轴承10温度",,1,3,3,7,
8,"左主机3",,3,7,3001,"0166","左主机主轴承5温度",,1,3,3,2,
8,"左主机3",,3,6,3001,"0165","左主机主轴承4温度",,1,3,3,1,
8,"左主机3",,3,15,3001,"938","左主机降负荷取消",,1,1,6,3,
8,"左主机3",,3,5,3001,"0164","左主机主轴承3温度",,1,3,2,32,
8,"左主机3",,3,14,3001,"936","左主机降负荷动作",,1,1,6,1,
8,"左主机3",,3,4,3001,"0163","左主机主轴承2温度",,1,3,2,31,
8,"左主机3",,3,3,3001,"0162","左主机主轴承1温度",,1,3,2,30,
8,"左主机3",,3,13,3001,"1425","左机缸套水预热器电源故障报警",,1,2,1,27,
8,"左主机3",,3,2,3001,"0161","左主机滑油滤器旁通阀断线故障",,1,3,2,29,
8,"左主机3",,3,1,3001,"0160","左主机滑油滤器旁通阀打开故障",,1,3,2,28,
8,"左主机3",,3,10,3001,"0169","左主机主轴承8温度",,1,3,3,5,
8,"右主机1",,4,10,3001,"0210","右主机7号缸排气温度",,1,5,1,10,
8,"右主机1",,4,9,3001,"0209","右主机6号缸排气温度",,1,5,1,9,
8,"右主机1",,4,8,3001,"0208","右主机5号缸排气温度",,1,5,1,8,
8,"右主机1",,4,7,3001,"0207","右主机4号缸排气温度",,1,5,1,7,
8,"右主机1",,4,6,3001,"0206","右主机3号缸排气温度",,1,5,1,6,
8,"右主机1",,4,5,3001,"0205","右主机2号缸排气温度",,1,5,1,5,
8,"右主机1",,4,4,3001,"0204","右主机1号缸排气温度",,1,5,1,4,
8,"右主机1",,4,11,3001,"0211","右主机8号缸排气温度",,1,5,1,11,
8,"右主机1",,4,2,3001,"0202","右主机增压空气压力",,1,5,1,2,
8,"右主机1",,4,1,3001,"0201","右主机报警切断",,1,5,1,1,
8,"右主机1",,4,18,3001,"0218","右主机5号缸排气温度偏差",,1,5,1,18,
8,"右主机1",,4,19,3001,"0219","右主机6号缸排气温度偏差",,1,5,1,19,
8,"右主机1",,4,3,3001,"0203","右主机增压空气温度",,1,5,1,3,
8,"右主机1",,4,27,3001,"0227","右主机燃油进滤器压力",,1,5,1,27,
8,"右主机1",,4,16,3001,"0216","右主机3号缸排气温度偏差",,1,5,1,16,
8,"右主机1",,4,28,3001,"0228","右主机燃油温度",,1,5,1,28,
8,"右主机1",,4,17,3001,"0217","右主机4号缸排气温度偏差",,1,5,1,17,
8,"右发电机",,10,2,3001,"0602","右发电机滑油压力",,1,5,6,2,
8,"右发电机",,10,1,3001,"0601","右发电机组转速",,1,5,6,1,
8,"右发电机",,10,9,3001,"0612","右发电机组发电机W相绕组温度",,1,1,5,8,
8,"应急/轴带发电机",,11,21,3001,"1117","应急发电机转速高报警",,1,3,10,17,
8,"应急/轴带发电机",,11,6,3001,"0706","轴带发电机空冷器进机温度",,1,2,5,8,
8,"应急/轴带发电机",,11,17,3001,"1113","应急发电机电瓶电压低报警",,1,3,10,13,
8,"应急/轴带发电机",,11,5,3001,"0705","轴带发电机后端轴承温度",,1,2,5,5,
8,"应急/轴带发电机",,11,4,3001,"0704","轴带发电机前端轴承温度",,1,2,5,4,
